x_nm,reference,fixed_mean,fixed_std,map_mean,map_std,hmc_mean,hmc_std
-7.173913043478252760e-02,8.717374164387257096e+00,7.709894899076971342e+00,8.575914863320351245e+00,8.730717565773424838e+00,3.376080112864066063e+00,8.734565170027595471e+00,3.754644349857048979e+00
-6.070234113712366653e-02,8.804563024415086758e+00,7.745816190676123369e+00,8.575923112347677346e+00,8.778318974422738563e+00,3.376150231962760540e+00,8.782012149352732777e+00,3.754575364223417200e+00
-4.966555183946480545e-02,8.888719459907616027e+00,7.778041188037605025e+00,8.575931735129005418e+00,8.823287181681443769e+00,3.376202115596406372e+00,8.826595624079621061e+00,3.754499753845111698e+00
-3.862876254180594437e-02,8.969333746202380553e+00,7.806520740099585964e+00,8.575934923762854822e+00,8.866244428853597981e+00,3.376238560470674166e+00,8.868937201003022963e+00,3.754421822781252693e+00
-2.759197324414707636e-02,9.046646482125279221e+00,7.831209488336753566e+00,8.575935920516638333e+00,8.907775949851263420e+00,3.376263590791741542e+00,8.909633929185094559e+00,3.754346462950423735e+00
-1.655518394648821529e-02,9.120535013929650603e+00,7.852065917568324949e+00,8.575938729910440372e+00,8.948410848519294802e+00,3.376282273297396497e+00,8.949239362719868751e+00,3.754279359145122452e+00
-5.518394648829352475e-03,9.190432583180804471e+00,7.869052403766545467e+00,8.575934865969088605e+00,8.988604879449006546e+00,3.376300482089998223e+00,8.988245833569600052e+00,3.754227149200179081e+00
5.518394648829352475e-03,9.256642102783446902e+00,7.882135259122151183e+00,8.575931868322026475e+00,9.028725650028086136e+00,3.376324614445693761e+00,9.027068449606810319e+00,3.754197470867925546e+00
1.655518394648821529e-02,9.319051795920206160e+00,7.891284774070300045e+00,8.575928660149047644e+00,9.069040686376489191e+00,3.376361261763608290e+00,9.066031297484403950e+00,3.754198841611040560e+00
2.759197324414707636e-02,9.377053596520964263e+00,7.896475256426128908e+00,8.575923425550177726e+00,9.109708716914859394e+00,3.376416844359370728e+00,9.105356279633953775e+00,3.754240341748789511e+00
3.862876254180594437e-02,9.430999621137440059e+00,7.897685067466227338e+00,8.575914384355098008e+00,9.150774427166702196e+00,3.376497224232351879e+00,9.145154949900486940e+00,3.754331101196733300e+00
4.966555183946480545e-02,9.480791396755325451e+00,7.894896655008778907e+00,8.575905569185723110e+00,9.192166831031606478e+00,3.376607315419773325e+00,9.185423633912268571e+00,3.754479620372161985e+00
6.070234113712366653e-02,9.525800296753432761e+00,7.888096583286824171e+00,8.575895763435349650e+00,9.233701290411623575e+00,3.376750716107056682e+00,9.226042029705485703e+00,3.754692982374803645e+00
7.173913043478252760e-02,9.566409694187296253e+00,7.877275559692861862e+00,8.575883387131911562e+00,9.275085100252987047e+00,3.376929389348243937e+00,9.266775383386018916e+00,3.754976032560644050e+00
8.277591973244138868e-02,9.602542561779985775e+00,7.862428458520298591e+00,8.575867985624066492e+00,9.315926443286876690e+00,3.377143419256766865e+00,9.307280226338832563e+00,3.755330610959989102e+00
9.381270903010024975e-02,9.633557619640312097e+00,7.843554341201524949e+00,8.575853610380077541e+00,9.355746411630001091e+00,3.377390866599669916e+00,9.347113547825065538e+00,3.755754922134428853e+00
1.048494983277591108e-01,9.659864558927687028e+00,7.820656473550116061e+00,8.575833262267744672e+00,9.393993694346214340e+00,3.377667741764828868e+00,9.385745163334533459e+00,3.756243116766321943e+00
1.158862876254179858e-01,9.681411195186983676e+00,7.793742339601521962e+00,8.575815184786307555e+00,9.430061444278855731e+00,3.377968104672420147e+00,9.422572928726200558e+00,3.756785141515156301e+00
1.269230769230768330e-01,9.697551874703664865e+00,7.762823652139559272e+00,8.575795032797866924e+00,9.463305766856670687e+00,3.378284291052471300e+00,9.456940347114233703e+00,3.757366890828079509e+00
1.379598662207356941e-01,9.708717449527430432e+00,7.727916360046947375e+00,8.575773160185649502e+00,9.493065220524648851e+00,3.378607253984036607e+00,9.488156023789969140e+00,3.757970669044027989e+00
1.489966555183945829e-01,9.714883578932901997e+00,7.689040652072435478e+00,8.575749133949805980e+00,9.518680684936292380e+00,3.378926999626771455e+00,9.515514348198189865e+00,3.758575945526600126e+00
1.600334448160534440e-01,9.715408756395454759e+00,7.646220957432888099e+00,8.575722735055361312e+00,9.539514940333425841e+00,3.379233088070208613e+00,9.538316724737869734e+00,3.759160361541873829e+00
1.710702341137123050e-01,9.710739733269839746e+00,7.599485942921091919e+00,8.575696082732651604e+00,9.554971310335254486e+00,3.379515164974261410e+00,9.555892639017562473e+00,3.759700926601179827e+00
1.821070234113711661e-01,9.700882526063534073e+00,7.548868506741200690e+00,8.575670242313396585e+00,9.564510750605684564e+00,3.379763487739563033e+00,9.567619835531811390e+00,3.760175325070528540e+00
1.931438127090300272e-01,9.685208401851985727e+00,7.494405768695287406e+00,8.575638863984210047e+00,9.567666816855414424e+00,3.379969411502246057e+00,9.572942898029499048e+00,3.760563242041457865e+00
2.041806020066888883e-01,9.664174764534266160e+00,7.436139057295804378e+00,8.575608606687591617e+00,9.564058015922235256e+00,3.380125804914831278e+00,9.571389565635007202e+00,3.760847611689302372e+00
2.152173913043477493e-01,9.637819929679366737e+00,7.374113893103640294e+00,8.575573841053941493e+00,9.553397131165731082e+00,3.380227372751240189e+00,9.562584185494388933e+00,3.761015692494726004e+00
2.262541806020066104e-01,9.605536530902478276e+00,7.308379968966619344e+00,8.575540890288072760e+00,9.535497215408888394e+00,3.380270870894458657e+00,9.546257794719995360e+00,3.761059882630200857e+00
2.372909698996654715e-01,9.567787513583143166e+00,7.238991126581822755e+00,8.575504327732820897e+00,9.510274057909931855e+00,3.380255208159955949e+00,9.522254437975895769e+00,3.760978205693544574e+00
2.483277591973243326e-01,9.524644787175640559e+00,7.166005329783729394e+00,8.575467129989105430e+00,9.477745052677981619e+00,3.380181437596517124e+00,9.490533458478896733e+00,3.760774421519516686e+00
2.593645484949831936e-01,9.475530772617897668e+00,7.089484634332620772e+00,8.575429624776623072e+00,9.438024519866125672e+00,3.380052646600444799e+00,9.451167644908991861e+00,3.760457747451379173e+00
2.704013377926420825e-01,9.420909100923076096e+00,7.009495154450632981e+00,8.575389419372102751e+00,9.391315655773617266e+00,3.379873759788815768e+00,9.404337269435380620e+00,3.760042209867018759e+00
2.814381270903009158e-01,9.360885858644580892e+00,6.926107025761666591e+00,8.575346893604498533e+00,9.337899405961316290e+00,3.379651271089599174e+00,9.350320206997832173e+00,3.759545680259185563e+00
2.924749163879598046e-01,9.294921366991028222e+00,6.839394364989857422e+00,8.575304910201026587e+00,9.278120665934132205e+00,3.379392921942216521e+00,9.289478477080439944e+00,3.758988680780056768e+00
3.035117056856186379e-01,9.223475457236927966e+00,6.749435226229252294e+00,8.575260264167186008e+00,9.212372310913387707e+00,3.379107341548531984e+00,9.222241690426196570e+00,3.758393066719043940e+00
3.145484949832775268e-01,9.146688212311893551e+00,6.656311553970226669e+00,8.575214662666073906e+00,9.141077636843427001e+00,3.378803663457979667e+00,9.149088008654228332e+00,3.757780704330663024e+00
3.255852842809363601e-01,9.064065528855330456e+00,6.560109132693469292e+00,8.575167519375236580e+00,9.064671855949647750e+00,3.378491131009141668e+00,9.070523329249484235e+00,3.757172259744438580e+00
3.366220735785952489e-01,8.976059431773730779e+00,6.460917533137035207e+00,8.575120940524367796e+00,8.983583329488929792e+00,3.378178703214519185e+00,8.987059487334128960e+00,3.756586198023854184e+00
3.476588628762540822e-01,8.882843016949330206e+00,6.358830055609359988e+00,8.575072407983254763e+00,8.898215236136501005e+00,3.377874672649576748e+00,8.899192315379924167e+00,3.756038062752041107e+00
3.586956521739129711e-01,8.783974872152905178e+00,6.253943669626096380e+00,8.575020676407733689e+00,8.808928365852317199e+00,3.377586308101938162e+00,8.807380420074490956e+00,3.755540069549119231e+00
3.697324414715718044e-01,8.679895786832247495e+00,6.146358950591093162e+00,8.574969990773590567e+00,8.716025696024665592e+00,3.377319536764845420e+00,8.712025520651181409e+00,3.755101007134722391e+00
3.807692307692306932e-01,8.570810059484848864e+00,6.036180013419652823e+00,8.574917294972118853e+00,8.619739350015571233e+00,3.377078682957432854e+00,8.613455145173924521e+00,3.754726402660242268e+00
3.918060200668895265e-01,8.456335414206838763e+00,5.923514442762098042e+00,8.574864102928593468e+00,8.520220459582098727e+00,3.376866282035519529e+00,8.511908401900189602e+00,3.754418879824498845e+00
4.028428093645484154e-01,8.336898640572730557e+00,5.808473220349696930e+00,8.574810410234647406e+00,8.417532354475831369e+00,3.376682988256904494e+00,8.407525434581609503e+00,3.754178622776148888e+00
4.138795986622072487e-01,8.212732593449851848e+00,5.691170649248306290e+00,8.574755117324563969e+00,8.311647388011429882e+00,3.376527593200638666e+00,8.300341037233152974e+00,3.754003858156272688e+00
4.249163879598661375e-01,8.083519809611487972e+00,5.571724275081578526e+00,8.574698120858307959e+00,8.202447580344248479e+00,3.376397166372099079e+00,8.190282750389474842e+00,3.753891281421791515e+00
4.359531772575250264e-01,7.949671052657025783e+00,5.450254804422002053e+00,8.574640132141622573e+00,8.089729125903112106e+00,3.376287321765224281e+00,8.077173592891092824e+00,3.753836378804566554e+00
4.469899665551838597e-01,7.811444258227388637e+00,5.326886020102392649e+00,8.574583175653147649e+00,7.973210672561400258e+00,3.376192603766611899e+00,7.960739407161067760e+00,3.753833628192950300e+00
4.580267558528427485e-01,7.668591599449659846e+00,5.201744693895307137e+00,8.574525124257572628e+00,7.852545142525080735e+00,3.376106973845587778e+00,7.840620618461328739e+00,3.753876594666684774e+00
4.690635451505015818e-01,7.521506584833702824e+00,5.074960496345738648e+00,8.574465538828111022e+00,7.727334733477157158e+00,3.376024367331231346e+00,7.716388036596232958e+00,3.753957963515606178e+00
4.801003344481604707e-01,7.370467947943763143e+00,4.946665903800749220e+00,8.574405984064158659e+00,7.597148617938664472e+00,3.375939278570339486e+00,7.587562168623039227e+00,3.754069570205726514e+00
4.911371237458193040e-01,7.215301401394672354e+00,4.816996102961638826e+00,8.574344983845628931e+00,7.461542753537706574e+00,3.375847324938320515e+00,7.453635369578162084e+00,3.754202489821581779e+00
5.021739130434781373e-01,7.056382809141429568e+00,4.686088892613042844e+00,8.574283874723755972e+00,7.320081130814905634e+00,3.375745736496610139e+00,7.314096040606645310e+00,3.754347237498882883e+00
5.132107023411370816e-01,6.894006649845706214e+00,4.554084583081930759e+00,8.574221212804726377e+00,7.172357721672334208e+00,3.375633719987516379e+00,7.168453994870585433e+00,3.754494108124584617e+00
5.242474916387959150e-01,6.728075107408328037e+00,4.421125893046337296e+00,8.574159424721207401e+00,7.018018353133179232e+00,3.375512653487779513e+00,7.016266054815203823e+00,3.754633652582247016e+00
5.352842809364547483e-01,6.558946877439043810e+00,4.287357844083089731e+00,8.574095841247654448e+00,6.856781719423558741e+00,3.375386081230492330e+00,6.857160922185667751e+00,3.754757254652758114e+00
5.463210702341135816e-01,6.386926412657243368e+00,4.152927652794460300e+00,8.574033782346296206e+00,6.688458761307678913e+00,3.375259495936601795e+00,6.690862375699276221e+00,3.754857743800122716e+00
5.573578595317725259e-01,6.211994295730929316e+00,4.017984620810238994e+00,8.573969993317342997e+00,6.512969684905691281e+00,3.375139916485303093e+00,6.517209900225562791e+00,3.754929959988742016e+00
5.683946488294313593e-01,6.034493405014266010e+00,3.882680022557906341e+00,8.573907226854112551e+00,6.330357961752746121e+00,3.375035290258730836e+00,6.336175934109647301e+00,3.754971181576145511e+00
5.794314381270901926e-01,5.854731743250547460e+00,3.747166991024641902e+00,8.573843698977944072e+00,6.140800745540495598e+00,3.374953769002809967e+00,6.147879035013339433e+00,3.754981337739517588e+00
5.904682274247490259e-01,5.672769200224498931e+00,3.611600401422037976e+00,8.573777673807684963e+00,5.944615255826811051e+00,3.374902922754760670e+00,5.952592405288281263e+00,3.754962951968299656e+00
6.015050167224079702e-01,5.488935055639514893e+00,3.476136753053651773e+00,8.573714377841175960e+00,5.742260811294634948e+00,3.374888965803438445e+00,5.750747380375234918e+00,3.754920799230024642e+00
6.125418060200668036e-01,5.303533862579720370e+00,3.340934049188945210e+00,8.573650053950808925e+00,5.534336340450145997e+00,3.374916070728110284e+00,5.542931662130413883e+00,3.754861301065355761e+00
6.235785953177256369e-01,5.116704710487297803e+00,3.206151675452929339e+00,8.573587096449141853e+00,5.321573351096127169e+00,3.374985840480368537e+00,5.329882266822512982e+00,3.754791723374101053e+00
6.346153846153845812e-01,4.928766343275142070e+00,3.071950276284042047e+00,8.573523702584116890e+00,5.104824496227557518e+00,3.375096994713634668e+00,5.112473347935200252e+00,3.754719274410208030e+00
6.456521739130434145e-01,4.740012376892566159e+00,2.938491629987765918e+00,8.573460295652635565e+00,4.885048027772590729e+00,3.375245306463089623e+00,4.891699239874536254e+00,3.754650219950502965e+00
6.566889632107022479e-01,4.550659998223110847e+00,2.805938522305950755e+00,8.573398617969868241e+00,4.663288575478155451e+00,3.375423800841401700e+00,4.668653243382147267e+00,3.754589135090776519e+00
6.677257525083610812e-01,4.361021284428603373e+00,2.674454618541858508e+00,8.573335273862882744e+00,4.440654821026406296e+00,3.375623201409966523e+00,4.444502830461487974e+00,3.754538396801624600e+00
6.787625418060200255e-01,4.171371035562757790e+00,2.544204334457390360e+00,8.573271472150599593e+00,4.218294752462547592e+00,3.375832585191961055e+00,4.220462080147367345e+00,3.754497990081993919e+00
6.897993311036788588e-01,3.982002476984756179e+00,2.415352705989789683e+00,8.573211087654945217e+00,3.997369276965052620e+00,3.376040186570900659e+00,3.997762261552550100e+00,3.754465657726300254e+00
7.008361204013376922e-01,3.793225642881766113e+00,2.288065257778725936e+00,8.573150532111425193e+00,3.779025037513228824e+00,3.376234276033708959e+00,3.777621553419370670e+00,3.754437375648358000e+00
7.118729096989965255e-01,3.605288350453413670e+00,2.162507870789340814e+00,8.573091641900646209e+00,3.564367318418611319e+00,3.376404033208164623e+00,3.561214927165458732e+00,3.754408089636802170e+00
7.229096989966554698e-01,3.418556901662657577e+00,2.038846649051265558e+00,8.573031624024217479e+00,3.354433934395693484e+00,3.376540335647183255e+00,3.349645221724619759e+00,3.754372612061033010e+00
7.339464882943143031e-01,3.233344603211437907e+00,1.917247785459039733e+00,8.572974443656503851e+00,3.150170977143623929e+00,3.376636394788817608e+00,3.143916403232728030e+00,3.754326554127723536e+00
7.449832775919731365e-01,3.049863941719050509e+00,1.797877427061393973e+00,8.572915639491597517e+00,2.952411242724160445e+00,3.376688187346552183e+00,2.944909932046575918e+00,3.754267163928791007e+00
7.560200668896319698e-01,2.868550499217572103e+00,1.680901539621117990e+00,8.572860097551480152e+00,2.761856083781218274e+00,3.376694651808922476e+00,2.753365056224788887e+00,3.754193953455965183e+00
7.670568561872909141e-01,2.689726789591200706e+00,1.566485771740190103e+00,8.572805806507069804e+00,2.579061325252119730e+00,3.376657643444709311e+00,2.569863718166857325e+00,3.754109026845227959e+00
7.780936454849497474e-01,2.513561549800067851e+00,1.454795318555625272e+00,8.572752418528832408e+00,2.404427754033271469e+00,3.376581664442896091e+00,2.394820604360367255e+00,3.754017062926428228e+00
7.891304347826085808e-01,2.340555091670735166e+00,1.345994785191578558e+00,8.572699728377809691e+00,2.238196546236416395e+00,3.376473406149262502e+00,2.228478692754945811e+00,3.753924951697859225e+00
8.001672240802675251e-01,2.171045610373822488e+00,1.240248049954971066e+00,8.572649333418796758e+00,2.080449834994659852e+00,3.376341155643356462e+00,2.070910464462851763e+00,3.753841129930465037e+00
8.112040133779263584e-01,2.005149711751309738e+00,1.137718127602056484e+00,8.572600068429727216e+00,1.931116452615022183e+00,3.376194127963796809e+00,1.922024752972204098e+00,3.753774699466427833e+00
8.222408026755851917e-01,1.843427225047253204e+00,1.038567032375794952e+00,8.572553386687539856e+00,1.789982708855355042e+00,3.376041787237986647e+00,1.781579011731162510e+00,3.753734437852739525e+00
8.332775919732440251e-01,1.686238955791428795e+00,9.429556414343096549e-01,8.572506987355824393e+00,1.656707898030994386e+00,3.375893215406132075e+00,1.649196596599937337e+00,3.753727821738674919e+00
8.443143812709029694e-01,1.533641140951488957e+00,8.510435583939397475e-01,8.572464782274902717e+00,1.530844067285748622e+00,3.375756576869855419e+00,1.524388489715491346e+00,3.753760178182596885e+00
8.553511705685618027e-01,1.386247352896665008e+00,7.629889771505986573e-01,8.572424337083992540e+00,1.411859432128160563e+00,3.375638713032984572e+00,1.406578741641565600e+00,3.753834059329995476e+00
8.663879598662206361e-01,1.244448304955133144e+00,6.789485462650191039e-01,8.572384325189117860e+00,1.299164698354196901e+00,3.375544884189557227e+00,1.295132784375333301e+00,3.753948905203612352e+00
8.774247491638794694e-01,1.108231871946768532e+00,5.990772338336682878e-01,8.572346667070878112e+00,1.192141446088790246e+00,3.375478659783539559e+00,1.189387672972044285e+00,3.754101022634968032e+00
8.884615384615384137e-01,9.782591395765511955e-01,5.235281930144992657e-01,8.572309043581279653e+00,1.090171655638449977e+00,3.375441943343826967e+00,1.088683251266713725e+00,3.754283870689863356e+00
8.994983277591972470e-01,8.549583086816996413e-01,4.524526283057639375e-01,8.572277745141457572e+00,9.926674088501385995e-01,3.375435107247775957e+00,9.923932092593101828e-01,3.754488609379892594e+00
9.105351170568560804e-01,7.382412362920475202e-01,3.859996627543296199e-01,8.572246824297556245e+00,8.990997855385032267e-01,3.375457205388399995e+00,8.999550067895203398e-01,3.754704842859547753e+00
9.215719063545149137e-01,6.288099463906223763e-01,3.243162059752648929e-01,8.572219517113284226e+00,8.090259930169523273e-01,3.375506229571512584e+00,8.108976795465157039e-01,3.754921472823226747e+00
9.326086956521738580e-01,5.271379063407148902e-01,2.675468234301661141e-01,8.572194851133481563e+00,7.221138174313423974e-01,3.375579377241353374e+00,7.248666174280344876e-01,3.755127573350490522e+00
9.436454849498326913e-01,4.330537206955633600e-01,2.158336067477648612e-01,8.572171348242159539e+00,6.381625671127295618e-01,3.375673303554215465e+00,6.416445088977713596e-01,3.755313203909157238e+00
9.546822742474915247e-01,3.472935429585798373e-01,1.693160453505697660e-01,8.572151890249481099e+00,5.571197879856626400e-01,3.375784338351213609e+00,5.611677744485579211e-01,3.755470090664534855e+00
9.657190635451504690e-01,2.703840080478953078e-01,1.281308994184655603e-01,8.572136031554480340e+00,4.790931658444534946e-01,3.375908657116736933e+00,4.835379629205931451e-01,3.755592124973122559e+00
9.767558528428093023e-01,2.020637258012263626e-01,9.241207443847088143e-02,8.572121160254557282e+00,4.043571857448213791e-01,3.376042403259779334e+00,4.090277510151363316e-01,3.755675649252412374e+00
9.877926421404681356e-01,1.430960472239647674e-01,6.229049718240275979e-02,8.572110194729464894e+00,3.333542898891934669e-01,3.376181765963885972e+00,3.380813632299943805e-01,3.755719521798082550e+00
9.988294314381269690e-01,9.406872859887682736e-02,3.789399346715072170e-02,8.572104352535953709e+00,2.666904566959189538e-01,3.376323022826756670e+00,2.713094107856282022e-01,3.755724971728123140e+00
1.009866220735785802e+00,5.462419313636694002e-02,1.934716761024901643e-02,8.572099323086282752e+00,2.051253093381504300e-01,3.376462559251953266e+00,2.094783280613263798e-01,3.755695272053350298e+00
1.020903010033444636e+00,2.554604096059777396e-02,6.771283791749738157e-03,8.572098176908937717e+00,1.495570458397637026e-01,3.376596877184059320e+00,1.534947579816048346e-01,3.755635271993276181e+00
1.031939799331103691e+00,7.491097330235667318e-03,2.841493042069487274e-04,8.572101854250240294e+00,1.010026587788388497e-01,3.376722604776446257e+00,1.043853984058262796e-01,3.755550839202892899e+00
1.042976588628762524e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.572107707197746507e+00,6.057407490785493565e-02,3.376836516366955365e+00,6.327296512839453158e-02,3.755448268166347248e+00
1.054013377926421358e+00,3.869734508534744804e-03,6.029387681337539107e-03,8.572117425987123340e+00,2.945098812786284270e-02,3.376935569478815236e+00,3.134904949388150897e-02,3.755333712656818257e+00
1.065050167224080191e+00,1.983408970007158323e-02,1.847906995135417674e-02,8.572129558978774710e+00,8.851278380433313941e-03,3.377016962967646307e+00,9.844746495241807338e-03,3.755212697640071706e+00
1.076086956521739024e+00,4.732693855516825060e-02,3.745190204608661588e-02,8.572148194075024819e+00,0.000000000000000000e+00,3.377078217931597681e+00,0.000000000000000000e+00,3.755089758974664349e+00
1.087123745819397858e+00,8.715196603738166459e-02,6.304673154045303818e-02,8.572167906661702474e+00,4.097982684221790350e-03,3.377117281169254248e+00,3.032653708041621599e-03,3.754968247712199059e+00
1.098160535117056691e+00,1.401277331722421415e-01,9.535829514970828313e-02,8.572192275084510982e+00,2.229111417639018100e-02,3.377132649057184910e+00,2.010820869660712162e-02,3.754850319932946601e+00
1.109197324414715524e+00,2.055769975810202432e-01,1.344771182539261645e-01,8.572220102864461566e+00,5.564136484145620898e-02,3.377123508049124201e+00,5.231127089755460702e-02,3.754737113712061980e+00
1.120234113712374580e+00,2.843037184471919332e-01,1.804894171127671143e-01,8.572252503187732131e+00,1.051005704049217115e-01,3.377089885715295114e+00,1.006196252937758828e-01,3.754629093555785779e+00
1.131270903010033413e+00,3.772189335988827552e-01,2.334770037741691340e-01,8.572288856076127672e+00,1.714879112680520734e-01,3.377032803534910865e+00,1.658817994740022783e-01,3.754526521525349825e+00
1.142307692307692246e+00,4.835305549491942245e-01,2.935171937951963628e-01,8.572328533156891694e+00,2.554719170619890178e-01,3.376954419351409165e+00,2.487988795574143097e-01,3.754429995922111463e+00
1.153344481605351080e+00,6.040367228647631759e-01,3.606827168914605863e-01,8.572373080132720702e+00,3.575576866129850373e-01,3.376858143743568963e+00,3.499112191085806955e-01,3.754340985391702912e+00
1.164381270903009913e+00,7.397485505883786283e-01,4.350416304787358968e-01,8.572420684565173588e+00,4.780798503192826843e-01,3.376748711349415011e+00,4.695905397176147744e-01,3.754262280832015630e+00
1.175418060200668746e+00,8.897559678482271917e-01,5.166572363323211903e-01,8.572473750344203225e+00,6.172016189568054756e-01,3.376632186113925460e+00,6.080377640851359899e-01,3.754198291085174777e+00
1.186454849498327579e+00,1.054845593575239882e+00,6.055880003332276829e-01,8.572529086255777031e+00,7.749200656993835423e-01,3.376515879438923395e+00,7.652867527296294270e-01,3.754155121364435299e+00
1.197491638795986635e+00,1.236136123382292729e+00,7.018874753030104330e-01,8.572588845511116773e+00,9.510775827074908761e-01,3.376408163503053839e+00,9.412139381178370456e-01,3.754140394931234859e+00
1.208528428093645468e+00,1.432596918209177117e+00,8.056042271800833987e-01,8.572653937798289547e+00,1.145379246373174453e+00,3.376318168698620781e+00,1.135553669591672588e+00,3.754162806668802421e+00
1.219565217391304301e+00,1.644997807319309668e+00,9.167817644884053152e-01,8.572722534363848013e+00,1.357415622709744696e+00,3.376255364855212715e+00,1.347918903538730007e+00,3.754231429012865107e+00
1.230602006688963135e+00,1.874572514768298337e+00,1.035458471045785700e+00,8.572794126405526072e+00,1.586690352852819785e+00,3.376229039686700517e+00,1.577826700482809485e+00,3.754354822769780053e+00
1.241638795986621968e+00,2.120167734954693461e+00,1.161667542233772110e+00,8.572869010385327115e+00,1.832651684328276076e+00,3.376247703787899290e+00,1.824727828767951365e+00,3.754540034114730584e+00
1.252675585284280801e+00,2.382531702495333192e+00,1.295436924656314659e+00,8.572951025385842527e+00,2.094726962327563058e+00,3.376318467319426198e+00,2.088039627767516393e+00,3.754791581178714033e+00
1.263712374581939635e+00,2.663020601874267701e+00,1.436789259354554815e+00,8.573033045409424346e+00,2.372358971725482490e+00,3.376446446890716491e+00,2.367181156337027303e+00,3.755110546610456179e+00
1.274749163879598468e+00,2.960356774981722783e+00,1.585741828563186573e+00,8.573120641787271623e+00,2.665042929216760115e+00,3.376634269608717265e+00,2.661609548507753331e+00,3.755493894188484560e+00
1.285785953177257523e+00,3.275262533339891480e+00,1.742306506079330575e+00,8.573212372333529174e+00,2.972362869011298869e+00,3.376881742009751441e+00,2.970856421720348806e+00,3.755934117239856818e+00
1.296822742474916357e+00,3.609224001749636646e+00,1.906489711331232684e+00,8.573306231766132157e+00,3.294026147257334003e+00,3.377185743300435306e+00,3.294563136243924717e+00,3.756419303947039712e+00
1.307859531772575190e+00,3.960837803641396704e+00,2.078292367183166789e+00,8.573404764195464267e+00,3.629894810879868317e+00,3.377540383967133408e+00,3.632513690195546374e+00,3.756933670430573358e+00
1.318896321070234023e+00,4.330796473079259634e+00,2.257709861376497429e+00,8.573508067417211720e+00,3.980012635777249841e+00,3.377937443359242842e+00,3.984664054414135848e+00,3.757458568397769927e+00
1.329933110367892857e+00,4.720723678913236299e+00,2.444732011763335322e+00,8.573614100024686380e+00,4.344626736092372710e+00,3.378367065302162242e+00,4.351166806175566393e+00,3.757973922625117869e+00
1.340969899665551690e+00,5.129089175371139397e+00,2.639343035520141711e+00,8.573721131035831888e+00,4.724202778228111299e+00,3.378818653217677603e+00,4.732390010256986912e+00,3.758459998286389769e+00
1.352006688963210523e+00,5.556552320819973190e+00,2.841521521959293750e+00,8.573833122682074759e+00,5.119432996939131897e+00,3.379281870266492849e+00,5.128929419107094212e+00,3.758899343924228642e+00
1.363043478260869579e+00,6.004882143996161048e+00,3.051240409411548171e+00,8.573946933494797307e+00,5.531236401830987859e+00,3.379747621411231862e+00,5.541613218767235338e+00,3.759278708673959191e+00
1.374080267558528412e+00,6.472420478517252995e+00,3.268466965864718077e+00,8.574063514983112810e+00,5.960750775617732700e+00,3.380208878590276633e+00,5.971498730611054739e+00,3.759590699279912407e+00
1.385117056856187245e+00,6.959790532016382869e+00,3.493162773575022584e+00,8.574183433200179394e+00,6.409316294602511732e+00,3.380661212035571239e+00,6.419860686836647012e+00,3.759834930946492904e+00
1.396153846153846079e+00,7.468914819651886638e+00,3.725283717612910550e+00,8.574306022941222238e+00,6.878450840515533571e+00,3.381102913330651383e+00,6.888170924919082339e+00,3.760018443341236694e+00
1.407190635451504912e+00,7.998006177653643078e+00,3.964779978379738168e+00,8.574428417213447062e+00,7.369817314282649079e+00,3.381534639892308292e+00,7.378069587065556156e+00,3.760155204727009703e+00
1.418227424749163745e+00,8.547649064081154435e+00,4.211596028017083881e+00,8.574556353687283305e+00,7.885183499523570561e+00,3.381958574079980462e+00,7.891328158564713036e+00,3.760264615614230532e+00
1.429264214046822579e+00,9.119928024373088249e+00,4.465670630852400791e+00,8.574682844018283845e+00,8.426375249721807847e+00,3.382377168109162113e+00,8.429804926736402138e+00,3.760369046424199002e+00
1.440301003344481412e+00,9.712925664144822946e+00,4.726936847757315263e+00,8.574812221864089423e+00,8.995223981480272357e+00,3.382791630326213106e+00,8.995393682612736086e+00,3.760490593454183461e+00
1.451337792642140467e+00,1.032718540933721663e+01,4.995322044609565637e+00,8.574941851795022885e+00,9.593509640959830165e+00,3.383200388876487441e+00,9.589966713091403250e+00,3.760647399447861527e+00
1.462374581939799301e+00,1.096496290894288883e+01,5.270747904571180698e+00,8.575072266808392740e+00,1.022290046604685898e+01,3.383597833734412585e+00,1.021531333484517745e+01,3.760850038988481359e+00
1.473411371237458134e+00,1.162420901346356139e+01,5.553130444477574201e+00,8.575204856375890472e+00,1.088489098838228841e+01,3.383973675676346993e+00,1.087307539593200900e+01,3.761098590194194013e+00
1.484448160535116967e+00,1.230542407913709901e+01,5.842380035139285610e+00,8.575336017254516108e+00,1.158073980346241427e+01,3.384313260962098280e+00,1.156468131068803373e+01,3.761381077153512553e+00
1.495484949832775801e+00,1.301104457598902719e+01,6.138401425632764585e+00,8.575467564930807640e+00,1.231140868098579944e+01,3.384599136224331506e+00,1.229128029288349211e+01,3.761673949507005066e+00
1.506521739130434634e+00,1.373888764782323513e+01,6.441093771542000468e+00,8.575598309546267117e+00,1.307750459004511612e+01,3.384814066866467908e+00,1.305367850719017575e+01,3.761945151217561900e+00
1.517558528428093467e+00,1.448940870749709298e+01,6.750350667169186636e+00,8.575729088478848183e+00,1.387922617437609318e+01,3.384945576785808541e+00,1.385227886696352684e+01,3.762160115352100931e+00
